RowNumber,CustomerId,FullName,CreditScore,Province,Gender,Age,Tenure,Balance,NumOfProducts,HasCrCard,IsActiveMember,EstimatedSalary,Exited
1560,15671032,Ngô Văn Anh,760.0,Đà Nẵng,Male,42.0,0,77992.97,2,1,1,97906.38,0
1561,15634281,Dương Xuân Anh,,TP.HCM,Female,43.0,10,,1,0,0,72861.94,0
1562,15766374,Hoàng Hải Phúc,,Hải Phòng,Male,42.0,4,119624.6,2,1,1,195978.86,0
1564,15777576,Đỗ Thị Khoa,,Cần Thơ,Female,40.0,5,139129.44,1,0,1,32635.54,0
1565,15742613,Đỗ Tuấn Hải,773.0,Nghệ An,Female,42.0,8,152324.66,2,1,0,171733.22,0
1566,15649523,Lê Phương Mai,581.0,Hà Nội,Male,38.0,1,,2,1,0,46176.22,0
1567,15651063,Vũ Phương Trang,524.0,An Giang,Female,37.0,9,127480.58,2,1,0,179634.69,0
1569,15618314,Vũ Thùy Trang,676.0,Khánh Hòa,Male,40.0,8,114005.78,1,1,1,67998.45,0
1572,15615012,Võ Hữu Nam,nan,Khánh Hòa,Male,23.0,5,156267.59,1,1,0,160968.44,0
1574,15623560,Đặng Thanh Hùng,,Bà Rịa - Vũng Tàu,Female,35.0,6,,1,1,1,53994.64,0
1575,15693018,Trần Thị Thảo,678.0,Hải Phòng,Male,23.0,10,115563.71,1,1,1,91633.53,0
1576,15636756,Lê Văn Thảo,545.0,Nghệ An,Male,23.0,2,,2,1,0,189613.12,0
1577,15647474,Đặng Minh Huyền,613.0,Long An,Female,,9,95624.36,2,1,1,60706.33,0
1578,15576714,Phạm Minh Trang,687.0,Bình Dương,Female,21.0,8,0.0,2,1,1,154767.34,0
1579,15585047,Lý Hải Anh,715.0,Bà Rịa - Vũng Tàu,Male,28.0,7,160376.61,1,0,0,196853.11,0
1580,15743976,Võ Ngọc Trang,,An Giang,Male,41.0,8,37702.79,1,1,1,195775.48,0
1581,15793881,Vũ Thùy Hải,721.0,Hải Phòng,Female,35.0,6,118273.83,1,0,1,3086.89,0
1582,15576517,Trần Xuân Hải,445.0,Bà Rịa - Vũng Tàu,Female,unknown,7,131082.17,2,1,1,70618.0,0
1583,15631072,Bùi Thanh Lan,690.0,Đồng Nai,Male,38.0,1,94456.0,2,0,1,,0
1585,15631460,Lý Văn Lan,,Cần Thơ,Female,42.0,3,,2,1,1,,0
1586,15692002,Vũ Phương Khánh,538.0,Đà Nẵng,Male,33.0,6,93791.38,1,1,1,199249.29,0
1587,15595282,Lê Thị Trang,735.0,Hải Phòng,Female,33.0,4,0.0,2,1,0,149474.69,0
1588,15789548,Bùi Hữu Anh,,An Giang,Female,37.0,7,0.0,2,1,1,126726.33,0
1589,15758035,Võ Thùy Tuấn,747.0,Thanh Hóa,Male,61.0,7,,1,0,1,147554.26,0
1590,15617518,Vũ Thanh Dũng,675.0,Kiên Giang,Male,,7,89409.95,1,1,1,149399.7,0
1591,15651802,Võ Xuân Lan,632.0,Kiên Giang,Female,39.0,5,97854.37,2,1,0,93536.38,0
1592,15631813,Ngô Xuân Tuấn,621.0,Thừa Thiên Huế,Male,39.0,6,0.0,2,1,1,58883.91,0
1593,15729668,Đỗ Thị Hà,521.0,Thanh Hóa,Male,29.0,3,60280.62,1,1,0,154271.41,0
1594,15741728,Dương Hữu Trang,591.0,TP.HCM,Male,36.0,7,135216.8,1,1,1,,0
1595,15576676,Bùi Thùy Linh,706.0,Nghệ An,Female,28.0,6,124923.35,2,1,1,50299.14,0
1596,15711378,Lý Tuấn Hà,677.0,Cần Thơ,Male,38.0,4,0.0,2,1,0,187800.63,0
1597,15765520,Dương Phương Trang,769.0,Khánh Hòa,Male,,7,188614.07,1,1,0,171344.09,0
1598,15656726,Vũ Thị Anh,771.0,Bình Dương,Male,32.0,5,,1,1,1,40920.59,0
1600,15719309,Đỗ Ngọc Tuấn,,Kiên Giang,Female,42.0,1,115961.58,2,0,1,29483.87,0
1601,15748718,Ngô Hữu Hà,517.0,Khánh Hòa,Male,28.0,2,115062.61,1,1,0,179056.23,0
1602,15594404,Võ Hoàng Hùng,834.0,An Giang,Female,49.0,8,160602.25,2,1,0,129273.94,0
1604,15593470,Võ Thùy Tâm,576.0,Long An,Female,unknown,8,166287.85,1,1,1,23305.85,0
1605,15695129,Dương Minh Hải,,Hà Nội,Female,31.0,1,152663.77,1,0,1,17128.64,0
1606,15640865,Võ Thị Khoa,636.0,Khánh Hòa,Female,31.0,9,nan,2,1,1,74641.9,0
1607,15714080,Hoàng Văn Thảo,,Đồng Nai,Female,40.0,2,nan,2,1,0,154486.01,0
1608,15648721,Ngô Hải Minh,711.0,Bắc Ninh,Male,64.0,4,0.0,2,1,1,3185.67,0
1609,15801466,Trần Xuân Dũng,574.0,Bà Rịa - Vũng Tàu,Female,39.0,2,,2,1,0,88463.63,0
1610,15750248,Nguyễn Hữu Minh,619.0,Khánh Hòa,Female,35.0,8,132292.63,1,1,0,65682.93,0
1611,15758726,Trần Phương Phúc,nan,Quảng Ninh,Female,24.0,0,0.0,2,1,1,140586.08,0
1614,15674811,Ngô Thị Tuấn,739.0,Khánh Hòa,Male,29.0,3,59385.98,2,1,1,105533.96,0
1615,15646037,Hoàng Phương Linh,641.0,Thừa Thiên Huế,Male,,9,0.0,3,1,1,81514.06,0
1616,15722578,Phạm Thanh Lan,685.0,Kiên Giang,Female,21.0,6,97956.5,1,1,1,,0
1617,15665695,Đỗ Phương Lan,594.0,Khánh Hòa,Female,unknown,4,0.0,2,1,1,23631.55,0
1618,15801062,Nguyễn Tuấn Linh,557.0,Kiên Giang,Female,40.0,4,0.0,2,0,1,105433.53,0
1619,15662955,Lê Thị Thảo,nan,TP.HCM,Male,27.0,8,141223.68,2,1,0,90591.15,0
1620,15770309,Dương Hải Linh,656.0,An Giang,Male,18.0,10,151762.74,1,0,1,127014.32,0
1621,15657386,Lê Minh Khoa,712.0,Kiên Giang,Male,43.0,1,141749.74,2,0,1,90905.26,0
1623,15783955,Lê Ngọc Khánh,697.0,Đà Nẵng,Female,25.0,4,165686.11,2,1,0,15467.98,0
1624,15804516,Võ Hải Hải,133.0,Bình Dương,Male,115.0,2,0.0,1,1,0,79915.28,0
1625,15681758,Lê Xuân Tâm,nan,Thừa Thiên Huế,Female,25.0,10,0.0,2,1,0,69361.95,0
1626,15630321,Hoàng Thùy Nam,680.0,Bắc Ninh,Male,44.0,3,0.0,2,1,0,86935.08,0
1628,15591932,Bùi Văn Huyền,680.0,Kiên Giang,Male,32.0,5,92961.61,1,1,0,,0
1629,15810347,Lê Thị Thảo,,Cần Thơ,Female,30.0,9,0.0,2,0,1,157884.83,0
1633,15745827,Lý Văn Khoa,617.0,Hà Nội,Male,unknown,3,132005.77,1,1,0,142940.39,0
1634,15755868,Đặng Hoàng Dũng,562.0,TP.HCM,Male,35.0,7,0.0,1,0,0,,0
1635,15735222,Lý Ngọc Hà,,Hà Nội,Female,23.0,5,0.0,2,1,1,73131.73,0
1636,15604804,Võ Phương Thảo,516.0,TP.HCM,Female,33.0,7,127305.5,1,1,1,120037.36,0
1637,15718944,Võ Thị Khánh,573.0,Bắc Ninh,Female,37.0,6,0.0,2,1,0,193995.37,0
1638,15678626,Đặng Hải Anh,538.0,Cần Thơ,Female,,0,0.0,2,0,0,179453.66,0
1639,15571550,Dương Thùy Lan,699.0,Thanh Hóa,Male,,9,0.0,1,1,0,80963.92,0
1640,15723053,Vũ Xuân Lan,504.0,Thanh Hóa,Male,32.0,8,170291.22,2,0,1,15658.99,0
1641,15661528,Lý Tuấn Hà,583.0,Quảng Ninh,Male,,5,102562.23,1,1,0,92708.1,0
1642,15754177,Ngô Thanh Nam,712.0,Quảng Ninh,Male,53.0,2,,2,0,0,26542.17,0
1643,15683544,Hoàng Hải Tuấn,626.0,Long An,Male,62.0,3,0.0,1,1,1,,0
1644,15708048,Vũ Xuân Khoa,nan,Bà Rịa - Vũng Tàu,Female,34.0,4,124379.14,1,1,0,106892.91,0
1645,15701109,Võ Minh Mai,227.0,Lâm Đồng,Female,110.0,7,0.0,1,1,1,185210.63,0
1646,15600110,Trần Hải Anh,506.0,Bình Dương,Female,41.0,3,57745.76,1,1,0,4035.46,0
1648,15777904,Đỗ Minh Thảo,nan,Đồng Nai,Female,45.0,7,,2,1,1,68831.72,0
1649,15655574,Đỗ Xuân Mai,698.0,Thừa Thiên Huế,Female,40.0,8,150777.1,1,1,0,114732.62,0
1650,15569423,Trần Hữu Anh,731.0,Cần Thơ,Male,41.0,4,0.0,2,1,0,22299.27,0
1651,15718106,Ngô Thanh Hà,625.0,TP.HCM,Male,unknown,6,0.0,2,0,0,,0
1653,15675501,Võ Xuân Huyền,616.0,Đà Nẵng,Male,59.0,5,153861.1,1,1,1,17699.48,0
1655,15667134,Phạm Thanh Tâm,446.0,Bắc Ninh,Male,32.0,8,,2,0,0,133292.94,0
1656,15659105,Lê Xuân Khoa,669.0,Thừa Thiên Huế,Female,47.0,9,61196.54,1,1,0,58170.24,0
1657,15575409,Trần Thị Nam,581.0,An Giang,Male,31.0,6,116891.72,1,1,0,107137.3,0
1659,15654851,Dương Xuân Trang,748.0,Kiên Giang,Male,44.0,2,,1,0,1,85495.24,0
1660,15741429,Dương Thùy Mai,,Đồng Nai,Female,31.0,9,119825.75,2,1,1,101139.3,0
1661,15682356,Bùi Tuấn Hải,655.0,Long An,Female,37.0,7,111852.84,2,1,0,10511.13,0
1662,15806447,Hoàng Thị Nam,690.0,Thanh Hóa,Male,32.0,0,106683.52,2,1,1,137916.49,0
1663,15800229,Võ Xuân Minh,695.0,TP.HCM,Male,40.0,7,139022.24,1,0,1,193383.13,0
1665,15791991,Đỗ Xuân Dũng,773.0,Hải Phòng,Male,52.0,4,0.0,1,0,1,144113.42,0
1666,15775082,Võ Hải Huyền,749.0,Lâm Đồng,Male,unknown,1,129776.72,2,0,1,143538.51,0
1668,15718247,Hoàng Tuấn Minh,606.0,Nghệ An,Female,unknown,8,0.0,2,1,1,183717.94,0
1669,15755722,Đỗ Hoàng Trang,,Long An,Male,24.0,10,0.0,1,0,0,92180.62,0
1670,15582259,Vũ Phương Dũng,,Bình Dương,Female,37.0,7,0.0,2,1,1,28690.9,0
1672,15586880,Nguyễn Hữu Thảo,594.0,Kiên Giang,Male,41.0,2,122545.65,2,1,1,42050.24,0
1673,15713854,Đặng Minh Thảo,513.0,Nghệ An,Female,,6,0.0,2,1,0,110142.34,0
1674,15780835,Nguyễn Thanh Phúc,652.0,An Giang,Female,26.0,1,131908.35,1,1,1,179269.79,0
1676,15658459,Bùi Phương Dũng,784.0,Nghệ An,Male,unknown,10,0.0,2,1,0,162022.47,0
1678,15801767,Hoàng Phương Tâm,784.0,TP.HCM,Female,40.0,8,,2,1,0,108891.3,0
1679,15569178,Nguyễn Thanh Tuấn,570.0,Lâm Đồng,Female,18.0,4,82767.42,1,1,0,71811.9,0
1680,15731478,Trần Thị Lan,nan,Nghệ An,Female,42.0,1,87842.98,1,0,0,,0
1681,15811236,Bùi Thanh Khoa,705.0,Bình Dương,Male,39.0,6,133261.13,1,1,1,78065.9,0
1682,15746749,Bùi Xuân Khoa,nan,Hải Phòng,Female,,3,0.0,2,1,1,59679.9,0
1683,15662758,Bùi Xuân Nam,620.0,Khánh Hòa,Male,41.0,0,97925.11,1,1,0,85000.32,0
1684,15709387,Lý Ngọc Hải,,Lâm Đồng,Male,52.0,5,0.0,1,1,1,159808.95,0
1685,15572093,Trần Tuấn Hà,613.0,Kiên Giang,Female,24.0,7,nan,1,1,0,129001.3,0
1687,15570205,Đỗ Hải Huyền,682.0,Nghệ An,Male,unknown,5,0.0,2,1,1,147758.51,0
1688,15589348,Hoàng Thùy Khoa,850.0,TP.HCM,Male,37.0,4,137204.77,1,1,1,28865.59,0
1689,15804610,Đỗ Thùy Hùng,,Hà Nội,Female,41.0,1,,2,0,1,160607.06,0
1691,15758836,Trần Thùy Thảo,675.0,An Giang,Male,36.0,3,54098.18,2,0,1,54478.52,0
1692,15772933,Hoàng Hải Huyền,591.0,Đà Nẵng,Male,31.0,8,,1,1,1,,0
1693,15809006,Đỗ Tuấn Huyền,,Long An,Male,23.0,7,113758.48,2,0,0,84077.6,0
1694,15689612,Lê Thùy Khánh,,Kiên Giang,Female,34.0,8,0.0,1,0,1,106981.03,0
1695,15744614,Phạm Hải Nam,541.0,Quảng Ninh,Male,37.0,9,118636.92,1,1,1,73551.44,0
1696,15704250,Ngô Hữu Trang,,Thừa Thiên Huế,Male,34.0,7,0.0,2,0,0,115842.1,0
1697,15700255,Trần Văn Lan,814.0,TP.HCM,Male,44.0,8,95488.82,2,0,0,107013.59,0
1698,15669410,Đỗ Văn Hải,683.0,Nghệ An,Male,30.0,8,,2,0,0,24938.84,0
1699,15807595,Phạm Hải Hà,485.0,Khánh Hòa,Male,51.0,7,144244.59,2,1,0,51113.14,0
1700,15664523,Lý Thùy Tuấn,696.0,TP.HCM,Female,31.0,8,122021.92,2,1,0,33828.64,0
1701,15642833,Phạm Ngọc Nam,nan,Khánh Hòa,Female,30.0,8,,2,1,0,,0
1703,15713644,Lê Ngọc Thảo,686.0,Đồng Nai,Male,22.0,5,0.0,2,1,0,158974.45,0
1704,15750466,Hoàng Tuấn Hà,790.0,Bà Rịa - Vũng Tàu,Male,42.0,1,85839.62,1,1,0,198182.73,0
1705,15739054,Dương Minh Huyền,654.0,Bà Rịa - Vũng Tàu,Female,29.0,4,,1,0,1,141404.07,0
1706,15612771,Dương Phương Lan,452.0,Long An,Male,35.0,4,,1,1,1,4175.68,0
1707,15788483,Lý Xuân Dũng,719.0,Khánh Hòa,Male,38.0,0,0.0,1,1,0,126876.47,0
1708,15732832,Vũ Văn Huyền,707.0,Bắc Ninh,Female,40.0,5,0.0,2,1,0,41052.82,0
1709,15772892,Vũ Thùy Khánh,699.0,Kiên Giang,Female,49.0,2,0.0,1,0,0,105760.01,0
1710,15713843,Lê Hải Mai,850.0,Đồng Nai,Male,30.0,2,0.0,2,0,1,27937.12,0
1711,15567993,Vũ Văn Nam,828.0,Long An,Male,28.0,8,134766.85,1,1,0,79355.87,0
1712,15617603,Hoàng Phương Hải,850.0,Kiên Giang,Male,,5,123210.56,2,1,1,102180.27,0
1713,15744983,Võ Ngọc Tuấn,712.0,Hải Phòng,Male,47.0,1,139887.01,1,1,1,95719.73,0
1714,15630419,Hoàng Hoàng Hà,634.0,Bình Dương,Male,44.0,9,149961.11,1,1,0,57121.51,0
1715,15738828,Hoàng Ngọc Phúc,730.0,Lâm Đồng,Male,45.0,6,,1,0,0,162478.11,0
1716,15778025,Bùi Thanh Huyền,,Thừa Thiên Huế,Male,43.0,9,108589.47,2,0,1,194808.51,0
1717,15799479,Ngô Hữu Hùng,809.0,Bắc Ninh,Male,33.0,9,0.0,1,1,1,124045.65,0
1719,15762745,Nguyễn Thùy Khoa,648.0,Bắc Ninh,Male,32.0,8,0.0,1,1,0,133653.38,0
1720,15746970,Lê Ngọc Khánh,760.0,TP.HCM,Female,57.0,1,0.0,2,1,1,25101.17,0
1721,15725024,Phạm Thị Nam,805.0,Lâm Đồng,Female,33.0,3,,2,0,1,33330.89,0
1722,15592116,Bùi Hữu Anh,585.0,Cần Thơ,Female,39.0,7,0.0,2,1,0,2401.26,0
1723,15624391,Bùi Xuân Khánh,595.0,Bà Rịa - Vũng Tàu,Female,30.0,5,100683.54,1,1,1,,0
1724,15567422,Ngô Thanh Anh,630.0,Khánh Hòa,Male,42.0,6,0.0,2,1,0,162697.93,0
1725,15612627,Dương Hoàng Anh,627.0,Lâm Đồng,Male,29.0,5,139541.58,2,1,0,80607.33,0
1726,15574879,Đặng Ngọc Minh,631.0,TP.HCM,Female,37.0,2,nan,2,0,1,23146.62,0
1727,15745107,Hoàng Thị Khánh,776.0,Hải Phòng,Male,38.0,5,112281.7,1,0,1,89893.6,0
1728,15734491,Dương Hải Mai,676.0,Bắc Ninh,Female,36.0,4,0.0,2,1,1,3173.31,0
1729,15675320,Võ Văn Lan,758.0,Bình Dương,Female,40.0,5,93499.82,2,0,0,123218.81,0
1730,15643824,Trần Xuân Hà,,Quảng Ninh,Male,33.0,0,132255.99,2,0,1,74588.41,0
1731,15643438,Võ Thị Hùng,nan,Đà Nẵng,Male,20.0,7,0.0,2,1,0,31288.77,0
1732,15721730,Đặng Xuân Tâm,601.0,Bắc Ninh,Female,44.0,4,0.0,2,1,0,58561.31,0
1733,15680727,Vũ Hữu Trang,,Đà Nẵng,Male,49.0,5,,1,1,0,148804.36,0
1734,15752508,Vũ Văn Lan,614.0,An Giang,Male,32.0,7,99462.8,2,1,1,51117.06,0
1735,15808846,Lê Hữu Hà,672.0,Quảng Ninh,Female,21.0,3,165878.76,2,1,1,164537.17,0
1736,15727251,Đỗ Thanh Hải,642.0,TP.HCM,Male,30.0,8,117494.27,1,0,0,61977.82,0
1737,15663489,Lý Hải Nam,,Thừa Thiên Huế,Female,29.0,0,138577.34,1,1,0,193362.99,0
1738,15683677,Đỗ Minh Huyền,769.0,Bà Rịa - Vũng Tàu,Male,39.0,9,0.0,1,1,1,47722.79,0
1739,15596414,Phạm Hoàng Huyền,796.0,An Giang,Male,41.0,8,107525.07,1,1,0,18510.41,0
1740,15730639,Phạm Tuấn Nam,,Bình Dương,Male,23.0,7,139224.92,2,1,0,65057.71,0
1741,15672132,Vũ Hữu Tâm,695.0,Bình Dương,Female,42.0,7,121453.63,1,0,0,46374.64,0
1742,15742638,Đặng Tuấn Phúc,,Cần Thơ,Female,25.0,4,0.0,2,0,1,42039.67,0
1744,15726088,Vũ Hải Thảo,476.0,Cần Thơ,Male,40.0,6,0.0,1,1,1,22735.45,0
1745,15682533,Dương Ngọc Anh,850.0,Bình Dương,Female,39.0,7,79259.99,1,0,1,186910.74,0
1746,15772995,Ngô Minh Hà,193.0,Hải Phòng,Male,106.0,2,666779.5048362705,1,1,0,75285.47,0
1748,15659486,Hoàng Hữu Minh,586.0,Bà Rịa - Vũng Tàu,Male,34.0,9,74309.81,1,1,0,15034.93,0
1751,15569410,Nguyễn Thị Minh,601.0,TP.HCM,Female,33.0,7,114430.18,2,1,1,153012.13,0
1752,15632256,Võ Ngọc Trang,541.0,Cần Thơ,Male,29.0,7,127504.57,1,0,0,86173.92,0
1753,15724466,Ngô Ngọc Tâm,744.0,TP.HCM,Female,41.0,2,nan,1,1,0,,0
1754,15777639,Phạm Thị Nam,,Bà Rịa - Vũng Tàu,Female,23.0,10,101126.66,2,0,0,37042.8,0
1755,15802501,Ngô Hoàng Linh,724.0,Đồng Nai,Male,33.0,5,103564.83,2,1,0,121085.72,0
1757,15670702,Đỗ Hữu Trang,,Quảng Ninh,Male,37.0,2,168178.21,2,0,1,101273.23,0
1759,15645544,Bùi Tuấn Hà,642.0,TP.HCM,Female,30.0,5,129753.69,1,1,0,582.53,0
1760,15757646,Nguyễn Hữu Hải,584.0,Bà Rịa - Vũng Tàu,Male,35.0,9,,2,1,0,192381.21,0
1763,15815660,Lê Hoàng Linh,758.0,Bà Rịa - Vũng Tàu,Female,34.0,1,154139.45,1,1,1,,0
1764,15602844,Vũ Thùy Linh,717.0,Cần Thơ,Male,38.0,7,97459.06,1,0,0,189175.71,0
1765,15636238,Dương Thị Thảo,,Thừa Thiên Huế,Male,40.0,1,0.0,2,1,1,102547.56,0
1766,15770101,Ngô Tuấn Huyền,766.0,Lâm Đồng,Male,43.0,6,112088.04,2,1,1,36706.56,0
1767,15645543,Bùi Phương Thảo,636.0,Thừa Thiên Huế,Female,34.0,3,0.0,2,1,1,44756.25,0
1768,15596397,Dương Thùy Khoa,814.0,Khánh Hòa,Female,48.0,7,0.0,2,1,1,132870.15,0
1769,15770525,Lê Hữu Minh,760.0,Đồng Nai,Male,28.0,1,141038.57,2,0,0,16287.38,0
1770,15684267,Lý Hải Phúc,,Bắc Ninh,Male,39.0,2,84468.67,2,1,1,121945.42,0
1772,15633260,Trần Minh Tuấn,600.0,Bình Dương,Male,37.0,1,142663.46,1,0,1,88669.89,0
1773,15756471,Nguyễn Ngọc Huyền,656.0,Thừa Thiên Huế,Male,27.0,4,118627.16,2,1,1,160835.3,0
1774,15721303,Lê Phương Phúc,,Khánh Hòa,Male,34.0,1,nan,1,0,0,24761.36,0
1775,15802256,Hoàng Phương Phúc,439.0,Bà Rịa - Vũng Tàu,Male,28.0,7,110976.23,2,1,0,138526.96,0
1776,15725664,Lê Thùy Khoa,549.0,Đồng Nai,Female,38.0,8,107283.4,1,0,0,157442.75,0
1777,15674851,Hoàng Văn Tâm,142.0,Bình Dương,Male,109.0,5,,2,0,0,,0
1778,15701946,Đặng Tuấn Tuấn,715.0,Khánh Hòa,Male,unknown,4,124314.45,1,0,0,97782.92,0
1779,15748947,Phạm Thùy Nam,657.0,Kiên Giang,Female,41.0,5,95858.37,1,1,1,68255.88,0
1780,15673342,Dương Ngọc Tâm,nan,TP.HCM,Male,36.0,2,0.0,2,1,0,,0
1781,15601008,Bùi Thị Linh,802.0,TP.HCM,Male,33.0,8,nan,2,1,0,,0
1782,15771636,Trần Thị Tâm,793.0,Long An,Female,36.0,0,0.0,1,0,0,148993.47,0
1784,15693381,Dương Thùy Minh,533.0,Cần Thơ,Male,38.0,1,135289.33,2,0,1,152956.33,0
1785,15607691,Hoàng Thùy Mai,,TP.HCM,Male,36.0,8,nan,1,1,1,,0
1786,15589380,Võ Thùy Hải,713.0,Khánh Hòa,Male,40.0,3,114446.84,2,1,1,87308.18,0
1789,15725355,Võ Thị Phúc,439.0,Thanh Hóa,Female,,8,0.0,1,0,1,,0
1790,15773017,Đỗ Hải Anh,,Nghệ An,Female,37.0,6,nan,2,1,1,149705.25,0
1791,15625641,Đỗ Tuấn Tâm,697.0,Thanh Hóa,Female,74.0,3,108071.36,2,1,1,,0
1792,15776467,Dương Thanh Lan,702.0,Bình Dương,Female,35.0,8,14262.8,2,1,0,54689.16,0
1793,15746451,Đặng Hoàng Phúc,nan,Bà Rịa - Vũng Tàu,Male,41.0,7,102749.72,1,0,1,194913.86,0
1794,15777922,Ngô Tuấn Tuấn,629.0,Thừa Thiên Huế,Male,36.0,1,161757.87,2,1,1,146371.72,0
1795,15606841,Ngô Hoàng Anh,,Thanh Hóa,Male,38.0,1,0.0,2,1,0,156603.7,0
1796,15757648,Đặng Hải Linh,683.0,Đà Nẵng,Female,35.0,5,95698.79,1,0,1,182566.76,0
1797,15677173,Lê Hải Tâm,nan,TP.HCM,Male,37.0,9,nan,1,1,0,60194.05,0
1800,15612776,Đỗ Hữu Anh,850.0,Thừa Thiên Huế,Female,39.0,10,0.0,2,1,1,143030.09,0
1801,15794122,Đặng Thùy Hà,,TP.HCM,Female,59.0,3,0.0,2,1,1,62700.08,0
1802,15774931,Đỗ Văn Hải,452.0,Bắc Ninh,Male,30.0,7,112935.87,1,1,1,99017.34,0
1803,15779247,Bùi Hữu Hùng,,TP.HCM,Female,24.0,8,98567.1,1,1,0,187987.01,0
1804,15707078,Lê Hải Hải,577.0,Hải Phòng,Female,,1,180530.51,1,0,0,123454.62,0
1805,15605263,Ngô Phương Linh,552.0,Hải Phòng,Male,,5,nan,1,0,1,10921.5,0
1806,15607381,Trần Tuấn Lan,769.0,An Giang,Female,31.0,7,148913.72,2,1,0,53817.23,0
1807,15683471,Trần Thanh Tâm,691.0,Hải Phòng,Male,38.0,7,,2,0,0,81617.4,0
1809,15576085,Vũ Thanh Thảo,,Bình Dương,Male,41.0,5,0.0,2,0,0,143882.25,0
1810,15770435,Phạm Minh Tâm,639.0,TP.HCM,Female,,6,115335.32,2,1,1,,0
1811,15592994,Hoàng Xuân Huyền,651.0,Hà Nội,Female,65.0,0,0.0,2,1,1,190454.04,0
1812,15624068,Vũ Hữu Hùng,779.0,An Giang,Female,26.0,0,nan,2,0,1,111906.0,0
1813,15595221,Ngô Minh Hà,,TP.HCM,Female,33.0,7,nan,1,1,0,113177.95,0
1814,15637131,Vũ Tuấn Mai,829.0,Long An,Male,38.0,9,0.0,2,1,0,30529.88,0
1815,15613471,Phạm Hoàng Tuấn,579.0,Đà Nẵng,Male,31.0,2,,2,1,1,18800.13,0
1816,15583499,Vũ Minh Linh,510.0,Hải Phòng,Male,32.0,9,103324.78,1,1,1,46127.7,0
1817,15752816,Bùi Hữu Phúc,531.0,Nghệ An,Male,29.0,3,114590.58,1,0,0,75585.48,0
1818,15804075,Dương Thị Phúc,628.0,Kiên Giang,Female,36.0,3,91286.51,1,1,0,63085.94,0
1819,15800517,Dương Hữu Khoa,633.0,Bắc Ninh,Male,32.0,5,163340.12,2,1,1,74415.2,0
1820,15712319,Vũ Ngọc Hùng,714.0,Thừa Thiên Huế,Male,45.0,8,150900.29,2,0,1,139889.15,0
1821,15797389,Phạm Minh Mai,604.0,Hải Phòng,Male,23.0,9,124577.33,1,1,1,7267.25,0
1822,15621432,Ngô Phương Hùng,630.0,Quảng Ninh,Male,,1,0.0,2,0,0,186826.22,0
1823,15779390,Vũ Ngọc Dũng,850.0,Thừa Thiên Huế,Female,31.0,4,,1,1,1,162149.07,0
1825,15770498,Đỗ Thị Lan,798.0,Đồng Nai,Female,37.0,4,nan,1,1,1,83478.12,0
1827,15573893,Vũ Hoàng Anh,,Quảng Ninh,Male,25.0,9,173459.45,2,1,1,44381.06,0
1829,15792649,Vũ Minh Khoa,547.0,Lâm Đồng,Female,,9,0.0,2,0,0,,0
1831,15572467,Hoàng Thanh Linh,506.0,Bắc Ninh,Male,37.0,5,0.0,2,1,1,,0
1832,15738219,Trần Tuấn Khoa,,Lâm Đồng,Female,unknown,7,0.0,2,1,1,52526.65,0
1833,15600710,Đặng Xuân Huyền,620.0,Bắc Ninh,Male,22.0,0,0.0,1,1,0,32589.45,0
1835,15694188,Ngô Phương Linh,700.0,Khánh Hòa,Female,46.0,5,56580.95,2,0,1,45424.13,0
1836,15583718,Vũ Xuân Tuấn,696.0,TP.HCM,Male,unknown,6,142316.14,1,1,1,,0
1837,15802478,Ngô Ngọc Huyền,767.0,Thanh Hóa,Male,31.0,6,0.0,2,1,1,195668.0,0
1840,15761374,Lý Văn Thảo,706.0,Đồng Nai,Male,54.0,9,117444.51,1,1,1,186238.85,0
1841,15569209,Ngô Văn Hùng,464.0,Nghệ An,Female,34.0,5,76001.57,1,1,1,,0
1842,15788539,Đặng Ngọc Hà,501.0,Bình Dương,Female,34.0,3,107747.57,1,1,0,9249.36,0
1843,15747222,Đỗ Thùy Dũng,745.0,Bình Dương,Female,35.0,8,0.0,2,1,1,116581.1,0
1844,15769346,Nguyễn Thùy Hải,587.0,Hà Nội,Female,,1,134997.49,2,1,0,44688.08,0
1845,15699634,Hoàng Văn Lan,667.0,TP.HCM,Female,48.0,2,0.0,2,1,1,148608.39,0
1847,15812338,Võ Thùy Huyền,,Kiên Giang,Female,30.0,7,0.0,1,1,0,107067.37,0
1849,15685844,Lý Phương Hà,518.0,Kiên Giang,Female,35.0,8,141665.63,1,0,1,192776.64,0
1850,15583090,Ngô Thanh Nam,581.0,Nghệ An,Female,29.0,8,nan,2,1,0,,0
1851,15587581,Nguyễn Thùy Mai,785.0,Quảng Ninh,Female,33.0,5,136624.6,2,1,1,169117.74,0
1852,15633640,Võ Ngọc Nam,799.0,Bà Rịa - Vũng Tàu,Female,52.0,4,,1,1,1,89081.41,0
1853,15573741,Trần Hữu Lan,698.0,Thanh Hóa,Male,38.0,10,,1,1,1,105227.86,0
1854,15633574,Ngô Hoàng Hà,730.0,An Giang,Female,41.0,4,167545.32,1,1,0,,0
1858,15709338,Lý Hải Tâm,544.0,Khánh Hòa,Female,29.0,1,118560.55,1,1,1,164137.36,0
1859,15780746,Nguyễn Phương Khánh,705.0,TP.HCM,Male,61.0,4,,2,1,1,191313.7,0
